RANKED SIMILARITIES: 1 (converts to 0, then to 0) 
26 61 1.0861799236 (79, 68) mlfrosh
26 70 1.10922286247 (40, 34) mlfrosh
26 49 1.19505625282 (50, 42) mlgrad
26 11 1.20614964526 (88, 76) 1styeargrad
26 59 1.33784162463 (7, 5) grad
26 71 1.41176922396 (20, 17) 1styeargrad
26 20 1.43129839449 (74, 63) sloan
26 22 1.44993974662 (49, 41) sloan
26 35 1.46202004642 (0, 0) sloan
26 17 1.48493527269 (0, 0) 5 year media lab
26 27 1.49501573557 (34, 0) 
26 46 1.50499763751 (93, 81) sloan
26 92 1.56898662871 (46, 39) sloan
26 58 1.60225068514 (33, 29) mlfrosh
26 93 1.6303668056 (65, 54) mlgrad
26 36 1.69919487788 (54, 45) sloan
26 66 1.70732838071 (42, 36) sloan
26 77 1.77354302187 (89, 77) sloan
26 23 1.77836102882 (61, 51) sloan
26 40 1.85605880502 (98, 86) sloan
26 76 1.86555979333 (82, 71) 1styeargrad
26 80 1.89031607028 (27, 23) mlgrad
26 97 1.89128618901 (22, 19) 1styeargrad
26 2 1.89515702457 (29, 25) mlgrad
26 89 1.89577553089 (26, 22) 1styeargrad
26 94 1.89593073442 (10, 8) mlgrad
26 85 1.8959437659 (6, 4) mlgrad
26 73 1.89595829101 (70, 59) sloan
26 78 1.89595992649 (12, 10) mlgrad
26 88 1.89595992649 (17, 15) mlstaff
26 33 1.89595992649 (41, 35) mlstaff
26 43 1.89595992649 (101, 89) mlgrad
26 37 1.89595992649 (94, 82) mlgrad
26 57 1.89595992649 (23, 20) mlgrad
26 7 1.89595992649 (21, 18) 1styeargrad
26 47 1.89595992649 (90, 78) mlgrad
26 68 1.89595992649 (38, 33) mlfrosh
26 95 1.89595992649 (9, 7) professor
26 15 1.89595992649 (15, 13) 1styeargrad
26 29 1.89595992649 (4, 2) mlgrad
26 79 1.89595992649 (76, 65) sloan
26 90 1.89595992649 (13, 11) grad
26 62 1.89595992649 (104, 92) mlgrad
26 6 1.89595992649 (3, 1) 1styeargrad
26 65 1.89595992649 (53, 44) mlgrad
26 96 1.89595992649 (25, 21) mlgrad
26 30 1.89595992649 (68, 57) mlgrad
26 82 1.89595992649 (83, 72) mlgrad
26 91 1.89595992649 (35, 30) mlgrad
26 45 1.89595992649 (84, 73) sloan
26 32 1.89595992649 (0, 0) graduated
26 44 1.89595992649 (0, 0) 3rdyeargrad
26 75 1.89595992649 (100, 88) 1styeargrad
26 63 1.89595992649 (36, 31) mlgrad
26 83 1.89595992649 (5, 3) mlgrad
26 8 1.89595992649 (18, 0) 
26 74 1.89595992649 (75, 64) mlgrad
26 86 1.90010334427 (8, 6) mlgrad
26 3 1.90019395872 (32, 28) mlfrosh
26 31 1.90713596962 (0, 0) sloan
26 18 1.90862530259 (30, 26) mlgrad
26 42 1.91434430239 (51, 0) 
26 10 1.92420526898 (37, 32) mlgrad
26 5 1.92918353559 (24, 0) 
26 60 1.9317252025 (67, 56) mlgrad
26 14 1.93246746396 (16, 14) 1styeargrad
26 16 1.93669818898 (102, 90) mlurop
26 28 1.93933844365 (0, 0) 6years
26 54 1.93942531984 (91, 0) mlgrad
26 81 1.94123981205 (19, 16) 1styeargrad
26 84 1.94267425566 (77, 66) sloan
26 72 1.94307020432 (81, 70) sloan
26 34 1.95098207934 (96, 84) mlgrad
26 4 1.95206210369 (55, 46) sloan
26 41 1.95273644418 (0, 0) prof
26 9 1.95439414956 (0, 0) mlUrop
26 21 1.95769749601 (103, 91) mlgrad
26 50 1.96292783164 (86, 74) sloan
26 19 1.96688312402 (56, 47) sloan
26 12 1.97045928215 (97, 85) sloan
26 13 1.9704951578 (87, 75) mlstaff
26 69 1.97142255129 (28, 24) 1styeargrad
26 56 1.97284666523 (95, 83) sloan
26 38 1.97304592123 (52, 43) sloan
26 39 1.97431528343 (60, 50) mlgrad
26 51 1.98367922438 (58, 49) 1styeargrad
26 25 inf (0, 0) sloan
26 48 inf (0, 0) Germany
26 52 inf (0, 0) 
26 53 inf (43, 37) mlgrad
26 55 inf (0, 0) urop_hd
26 64 inf (66, 55) sloan
26 67 inf (0, 0) sloan
26 87 inf (92, 80) mlgrad
RANKED SIMILARITIES: 27 (converts to 34, then to 0) 
27 58 0.667562351278 (33, 29) mlfrosh
27 71 1.1044535062 (20, 17) 1styeargrad
27 46 1.12481091013 (93, 81) sloan
27 6 1.13439415706 (3, 1) 1styeargrad
27 92 1.25997290535 (46, 39) sloan
27 93 1.28584013963 (65, 54) mlgrad
27 2 1.30401102761 (29, 25) mlgrad
27 76 1.39419220191 (82, 71) 1styeargrad
27 91 1.47446250522 (35, 30) mlgrad
27 70 1.48344667697 (40, 34) mlfrosh
27 26 1.49501573557 (63, 53) 1styeargrad
27 49 1.49652984273 (50, 42) mlgrad
27 63 1.49664434285 (36, 31) mlgrad
27 78 1.51297663041 (12, 10) mlgrad
27 59 1.51600099354 (7, 5) grad
27 17 1.53474605822 (0, 0) 5 year media lab
27 11 1.54509729802 (88, 76) 1styeargrad
27 61 1.550049669 (79, 68) mlfrosh
27 24 1.55381642833 (78, 67) mlfrosh
27 44 1.58627978048 (0, 0) 3rdyeargrad
27 32 1.6088349651 (0, 0) graduated
27 83 1.61093030519 (5, 3) mlgrad
27 20 1.65081829849 (74, 63) sloan
27 97 1.66344645897 (22, 19) 1styeargrad
27 35 1.6739980826 (0, 0) sloan
27 82 1.67405559884 (83, 72) mlgrad
27 15 1.68191917906 (15, 13) 1styeargrad
27 90 1.6852409933 (13, 11) grad
27 80 1.70857589582 (27, 23) mlgrad
27 77 1.71682838086 (89, 77) sloan
27 94 1.72349360673 (10, 8) mlgrad
27 22 1.72650355848 (49, 41) sloan
27 40 1.72684141989 (98, 86) sloan
27 7 1.73039941714 (21, 18) 1styeargrad
27 36 1.74180539986 (54, 45) sloan
27 47 1.74631591948 (90, 78) mlgrad
27 66 1.76920102369 (42, 36) sloan
27 75 1.7825902224 (100, 88) 1styeargrad
27 30 1.79274411093 (68, 57) mlgrad
27 23 1.7931312388 (61, 51) sloan
27 62 1.79821195991 (104, 92) mlgrad
27 95 1.80393697773 (9, 7) professor
27 57 1.80635504091 (23, 20) mlgrad
27 88 1.80893554171 (17, 15) mlstaff
27 89 1.81448629526 (26, 22) 1styeargrad
27 73 1.84236108036 (70, 59) sloan
27 68 1.84296384184 (38, 33) mlfrosh
27 96 1.84640531394 (25, 21) mlgrad
27 33 1.84814110633 (41, 35) mlstaff
27 43 1.86204124697 (101, 89) mlgrad
27 37 1.8681006021 (94, 82) mlgrad
27 79 1.87152489869 (76, 65) sloan
27 65 1.87224544573 (53, 44) mlgrad
27 8 1.88476285424 (18, 0) 
27 29 1.88666794483 (4, 2) mlgrad
27 74 1.88948346954 (75, 64) mlgrad
27 45 1.89286679997 (84, 73) sloan
27 85 1.89406409479 (6, 4) mlgrad
27 3 1.89981508391 (32, 28) mlfrosh
27 86 1.90010059746 (8, 6) mlgrad
27 31 1.90713596962 (0, 0) sloan
27 18 1.90862138244 (30, 26) mlgrad
27 42 1.91434430239 (51, 0) 
27 10 1.92420134686 (37, 32) mlgrad
27 5 1.92917785243 (24, 0) 
27 60 1.93050484992 (67, 56) mlgrad
27 14 1.93245861382 (16, 14) 1styeargrad
27 16 1.93669686488 (102, 90) mlurop
27 28 1.93933844365 (0, 0) 6years
27 54 1.93942531984 (91, 0) mlgrad
27 81 1.94123096191 (19, 16) 1styeargrad
27 84 1.94266448285 (77, 66) sloan
27 72 1.94306958068 (81, 70) sloan
27 34 1.95098207934 (96, 84) mlgrad
27 4 1.95206210369 (55, 46) sloan
27 41 1.95273553317 (0, 0) prof
27 9 1.95439414956 (0, 0) mlUrop
27 21 1.95769749601 (103, 91) mlgrad
27 50 1.96292704085 (86, 74) sloan
27 19 1.96688312402 (56, 47) sloan
27 12 1.97045928215 (97, 85) sloan
27 13 1.9704951578 (87, 75) mlstaff
27 69 1.97142131306 (28, 24) 1styeargrad
27 56 1.97284666523 (95, 83) sloan
27 38 1.97304592123 (52, 43) sloan
27 39 1.97431528343 (60, 50) mlgrad
27 51 1.98367922438 (58, 49) 1styeargrad
27 25 inf (0, 0) sloan
27 48 inf (0, 0) Germany
27 52 inf (0, 0) 
27 53 inf (43, 37) mlgrad
27 55 inf (0, 0) urop_hd
27 64 inf (66, 55) sloan
27 67 inf (0, 0) sloan
27 87 inf (92, 80) mlgrad
RANKED SIMILARITIES: 28 (converts to 0, then to 0) 6years
28 96 1.22538681819 (25, 21) mlgrad
28 21 1.39765967987 (103, 91) mlgrad
28 81 1.40235610115 (19, 16) 1styeargrad
28 10 1.40638415063 (37, 32) mlgrad
28 74 1.40884861553 (75, 64) mlgrad
28 30 1.42568312907 (68, 57) mlgrad
28 86 1.43455856784 (8, 6) mlgrad
28 57 1.4744729601 (23, 20) mlgrad
28 39 1.49192054921 (60, 50) mlgrad
28 38 1.52499134727 (52, 43) sloan
28 72 1.59469542405 (81, 70) sloan
28 43 1.5989149704 (101, 89) mlgrad
28 62 1.60168583479 (104, 92) mlgrad
28 50 1.6049121295 (86, 74) sloan
28 42 1.61222518508 (51, 0) 
28 84 1.63510403861 (77, 66) sloan
28 80 1.64780034609 (27, 23) mlgrad
28 35 1.75172187536 (0, 0) sloan
28 90 1.81522974446 (13, 11) grad
28 37 1.8276237674 (94, 82) mlgrad
28 71 1.93752428954 (20, 17) 1styeargrad
28 46 1.93912756321 (93, 81) sloan
28 17 1.93933844365 (0, 0) 5 year media lab
28 78 1.93933844365 (12, 10) mlgrad
28 85 1.93933844365 (6, 4) mlgrad
28 7 1.93933844365 (21, 18) 1styeargrad
28 16 1.93933844365 (102, 90) mlurop
28 47 1.93933844365 (90, 78) mlgrad
28 15 1.93933844365 (15, 13) 1styeargrad
28 68 1.93933844365 (38, 33) mlfrosh
28 14 1.93933844365 (16, 14) 1styeargrad
28 29 1.93933844365 (4, 2) mlgrad
28 97 1.93933844365 (22, 19) 1styeargrad
28 27 1.93933844365 (34, 0) 
28 70 1.93933844365 (40, 34) mlfrosh
28 2 1.93933844365 (29, 25) mlgrad
28 31 1.93933844365 (0, 0) sloan
28 91 1.93933844365 (35, 30) mlgrad
28 92 1.93933844365 (46, 39) sloan
28 93 1.93933844365 (65, 54) mlgrad
28 24 1.93933844365 (78, 67) mlfrosh
28 45 1.93933844365 (84, 73) sloan
28 18 1.93933844365 (30, 26) mlgrad
28 20 1.93933844365 (74, 63) sloan
28 44 1.93933844365 (0, 0) 3rdyeargrad
28 63 1.93933844365 (36, 31) mlgrad
28 65 1.93933844365 (53, 44) mlgrad
28 89 1.93933844365 (26, 22) 1styeargrad
28 95 1.93933844365 (9, 7) professor
28 5 1.93933844365 (24, 0) 
28 6 1.93933844365 (3, 1) 1styeargrad
28 59 1.93933844365 (7, 5) grad
28 61 1.93933844365 (79, 68) mlfrosh
28 79 1.93933844365 (76, 65) sloan
28 82 1.93933844365 (83, 72) mlgrad
28 88 1.93933844365 (17, 15) mlstaff
28 94 1.93933844365 (10, 8) mlgrad
28 77 1.93933844365 (89, 77) sloan
28 76 1.93933844365 (82, 71) 1styeargrad
28 32 1.93933844365 (0, 0) graduated
28 22 1.93933844365 (49, 41) sloan
28 75 1.93933844365 (100, 88) 1styeargrad
28 8 1.93933844365 (18, 0) 
28 26 1.93933844365 (63, 53) 1styeargrad
28 33 1.93933844365 (41, 35) mlstaff
28 73 1.93933844365 (70, 59) sloan
28 58 1.93933844365 (33, 29) mlfrosh
28 49 1.93933844365 (50, 42) mlgrad
28 83 1.93933844365 (5, 3) mlgrad
28 23 1.93933844365 (61, 51) sloan
28 54 1.93942531984 (91, 0) mlgrad
28 3 1.93985162072 (32, 28) mlfrosh
28 11 1.94757918025 (88, 76) 1styeargrad
28 66 1.94786548831 (42, 36) sloan
28 34 1.95098207934 (96, 84) mlgrad
28 36 1.95160446122 (54, 45) sloan
28 4 1.9521936406 (55, 46) sloan
28 41 1.95273644418 (0, 0) prof
28 9 1.95439414956 (0, 0) mlUrop
28 19 1.96688312402 (56, 47) sloan
28 12 1.97045928215 (97, 85) sloan
28 13 1.9704951578 (87, 75) mlstaff
28 69 1.97146506374 (28, 24) 1styeargrad
28 56 1.97284666523 (95, 83) sloan
28 60 1.97370983902 (67, 56) mlgrad
28 40 1.98198989339 (98, 86) sloan
28 51 1.98367922438 (58, 49) 1styeargrad
28 25 inf (0, 0) sloan
28 48 inf (0, 0) Germany
28 52 inf (0, 0) 
28 53 inf (43, 37) mlgrad
28 55 inf (0, 0) urop_hd
28 64 inf (66, 55) sloan
28 67 inf (0, 0) sloan
28 87 inf (92, 80) mlgrad
RANKED SIMILARITIES: 29 (converts to 4, then to 2) mlgrad
29 5 0.663058965306 (24, 0) 
29 78 1.07707588416 (12, 10) mlgrad
29 65 1.2018867469 (53, 44) mlgrad
29 56 1.22589501796 (95, 83) sloan
29 13 1.26747937182 (87, 75) mlstaff
29 85 1.29141172332 (6, 4) mlgrad
29 9 1.36372078603 (0, 0) mlUrop
29 19 1.50992239308 (56, 47) sloan
29 12 1.52094828674 (97, 85) sloan
29 4 1.52288098913 (55, 46) sloan
29 82 1.58285039032 (83, 72) mlgrad
29 91 1.59406471339 (35, 30) mlgrad
29 15 1.65845856538 (15, 13) 1styeargrad
29 47 1.7178469626 (90, 78) mlgrad
29 2 1.87693121101 (29, 25) mlgrad
29 6 1.88648578279 (3, 1) 1styeargrad
29 71 1.88662969459 (20, 17) 1styeargrad
29 8 1.88663758864 (18, 0) 
29 49 1.88665261724 (50, 42) mlgrad
29 92 1.88665546276 (46, 39) sloan
29 94 1.8866671823 (10, 8) mlgrad
29 27 1.88666794483 (34, 0) 
29 7 1.88666910054 (21, 18) 1styeargrad
29 76 1.88668669124 (82, 71) 1styeargrad
29 32 1.88668669124 (0, 0) graduated
29 58 1.88668669124 (33, 29) mlfrosh
29 83 1.88668876658 (5, 3) mlgrad
29 90 1.88668906629 (13, 11) grad
29 88 1.88668917613 (17, 15) mlstaff
29 68 1.88669021918 (38, 33) mlfrosh
29 57 1.88669048054 (23, 20) mlgrad
29 89 1.88669049624 (26, 22) 1styeargrad
29 95 1.88669141666 (9, 7) professor
29 63 1.88669208357 (36, 31) mlgrad
29 37 1.88669231184 (94, 82) mlgrad
29 77 1.88669263927 (89, 77) sloan
29 96 1.88669265729 (25, 21) mlgrad
29 97 1.88669280059 (22, 19) 1styeargrad
29 80 1.88669285999 (27, 23) mlgrad
29 20 1.88669336391 (74, 63) sloan
29 43 1.88669342245 (101, 89) mlgrad
29 35 1.8866936536 (0, 0) sloan
29 46 1.88669388683 (93, 81) sloan
29 44 1.88669388683 (0, 0) 3rdyeargrad
29 62 1.88669388683 (104, 92) mlgrad
29 30 1.88669388683 (68, 57) mlgrad
29 59 1.88669388683 (7, 5) grad
29 79 1.88669388683 (76, 65) sloan
29 33 1.88669388683 (41, 35) mlstaff
29 75 1.88669388683 (100, 88) 1styeargrad
29 73 1.88669388683 (70, 59) sloan
29 74 1.88948346954 (75, 64) mlgrad
29 45 1.89286679997 (84, 73) sloan
29 26 1.89595992649 (63, 53) 1styeargrad
29 61 1.8969973693 (79, 68) mlfrosh
29 86 1.90010059746 (8, 6) mlgrad
29 24 1.90138803366 (78, 67) mlfrosh
29 70 1.90469376557 (40, 34) mlfrosh
29 17 1.90663656395 (0, 0) 5 year media lab
29 31 1.90713596962 (0, 0) sloan
29 18 1.90862138244 (30, 26) mlgrad
29 23 1.91294676133 (61, 51) sloan
29 22 1.91340425886 (49, 41) sloan
29 42 1.91434430239 (51, 0) 
29 10 1.92420134686 (37, 32) mlgrad
29 14 1.93246026837 (16, 14) 1styeargrad
29 93 1.9338660921 (65, 54) mlgrad
29 16 1.93669686488 (102, 90) mlurop
29 28 1.93933844365 (0, 0) 6years
29 54 1.93942531984 (91, 0) mlgrad
29 3 1.93984646985 (32, 28) mlfrosh
29 81 1.94123261646 (19, 16) 1styeargrad
29 84 1.94266706007 (77, 66) sloan
29 72 1.94306958068 (81, 70) sloan
29 11 1.94757918025 (88, 76) 1styeargrad
29 66 1.94786548831 (42, 36) sloan
29 34 1.95098207934 (96, 84) mlgrad
29 36 1.95160446122 (54, 45) sloan
29 41 1.95273553317 (0, 0) prof
29 21 1.95769749601 (103, 91) mlgrad
29 50 1.96292704085 (86, 74) sloan
29 69 1.97146382551 (28, 24) 1styeargrad
29 38 1.97304592123 (52, 43) sloan
29 60 1.97370503846 (67, 56) mlgrad
29 39 1.97431528343 (60, 50) mlgrad
29 40 1.98198989339 (98, 86) sloan
29 51 1.98367922438 (58, 49) 1styeargrad
29 25 inf (0, 0) sloan
29 48 inf (0, 0) Germany
29 52 inf (0, 0) 
29 53 inf (43, 37) mlgrad
29 55 inf (0, 0) urop_hd
29 64 inf (66, 55) sloan
29 67 inf (0, 0) sloan
29 87 inf (92, 80) mlgrad
RANKED SIMILARITIES: 30 (converts to 68, then to 57) mlgrad
30 10 0.965580940911 (37, 32) mlgrad
30 96 1.35552830321 (25, 21) mlgrad
30 57 1.36172023788 (23, 20) mlgrad
30 42 1.36902679672 (51, 0) 
30 21 1.37502501731 (103, 91) mlgrad
30 74 1.40167684763 (75, 64) mlgrad
30 81 1.40234532282 (19, 16) 1styeargrad
30 86 1.40938437182 (8, 6) mlgrad
30 28 1.42568312907 (0, 0) 6years
30 39 1.4377354707 (60, 50) mlgrad
30 62 1.45114033931 (104, 92) mlgrad
30 43 1.5114301311 (101, 89) mlgrad
30 80 1.54601573874 (27, 23) mlgrad
30 38 1.55856913111 (52, 43) sloan
30 50 1.63153415606 (86, 74) sloan
30 84 1.63379182534 (77, 66) sloan
30 35 1.69024670181 (0, 0) sloan
30 72 1.69209186768 (81, 70) sloan
30 90 1.694306313 (13, 11) grad
30 37 1.74143735137 (94, 82) mlgrad
30 78 1.79274411093 (12, 10) mlgrad
30 7 1.79274411093 (21, 18) 1styeargrad
30 47 1.79274411093 (90, 78) mlgrad
30 97 1.79274411093 (22, 19) 1styeargrad
30 15 1.79274411093 (15, 13) 1styeargrad
30 27 1.79274411093 (34, 0) 
30 63 1.79274411093 (36, 31) mlgrad
30 2 1.79274411093 (29, 25) mlgrad
30 44 1.79274411093 (0, 0) 3rdyeargrad
30 6 1.79274411093 (3, 1) 1styeargrad
30 94 1.79274411093 (10, 8) mlgrad
30 82 1.79274411093 (83, 72) mlgrad
30 91 1.79274411093 (35, 30) mlgrad
30 76 1.79274411093 (82, 71) 1styeargrad
30 92 1.79274411093 (46, 39) sloan
30 32 1.79274411093 (0, 0) graduated
30 75 1.79274411093 (100, 88) 1styeargrad
30 58 1.79274411093 (33, 29) mlfrosh
30 83 1.79274411093 (5, 3) mlgrad
30 59 1.79699768461 (7, 5) grad
30 71 1.7983691138 (20, 17) 1styeargrad
30 95 1.80393944789 (9, 7) professor
30 88 1.80894025241 (17, 15) mlstaff
30 89 1.81467408144 (26, 22) 1styeargrad
30 77 1.82662991632 (89, 77) sloan
30 73 1.84236108036 (70, 59) sloan
30 68 1.84296750948 (38, 33) mlfrosh
30 33 1.84814110633 (41, 35) mlstaff
30 46 1.85765156255 (93, 81) sloan
30 79 1.87152489869 (76, 65) sloan
30 65 1.87225345033 (53, 44) mlgrad
30 20 1.88384115624 (74, 63) sloan
30 8 1.88476368215 (18, 0) 
30 49 1.88632183699 (50, 42) mlgrad
30 29 1.88669388683 (4, 2) mlgrad
30 45 1.89286679997 (84, 73) sloan
30 85 1.89408025537 (6, 4) mlgrad
30 26 1.89595992649 (63, 53) 1styeargrad
30 61 1.8969973693 (79, 68) mlfrosh
30 24 1.90139512569 (78, 67) mlfrosh
30 70 1.90469376557 (40, 34) mlfrosh
30 17 1.9066592809 (0, 0) 5 year media lab
30 31 1.90713596962 (0, 0) sloan
30 18 1.90862530259 (30, 26) mlgrad
30 23 1.91294676133 (61, 51) sloan
30 22 1.91340425886 (49, 41) sloan
30 5 1.92918353559 (24, 0) 
30 14 1.93246746396 (16, 14) 1styeargrad
30 93 1.9338660921 (65, 54) mlgrad
30 16 1.93669818898 (102, 90) mlurop
30 54 1.93942531984 (91, 0) mlgrad
30 3 1.93985162072 (32, 28) mlfrosh
30 11 1.94757918025 (88, 76) 1styeargrad
30 66 1.94786548831 (42, 36) sloan
30 34 1.95098207934 (96, 84) mlgrad
30 36 1.95160446122 (54, 45) sloan
30 4 1.9521936406 (55, 46) sloan
30 41 1.95273644418 (0, 0) prof
30 9 1.95439414956 (0, 0) mlUrop
30 19 1.96688312402 (56, 47) sloan
30 12 1.97045928215 (97, 85) sloan
30 13 1.9704951578 (87, 75) mlstaff
30 69 1.97146506374 (28, 24) 1styeargrad
30 56 1.97284666523 (95, 83) sloan
30 60 1.97370983902 (67, 56) mlgrad
30 40 1.98198989339 (98, 86) sloan
30 51 1.98367922438 (58, 49) 1styeargrad
30 25 inf (0, 0) sloan
30 48 inf (0, 0) Germany
30 52 inf (0, 0) 
30 53 inf (43, 37) mlgrad
30 55 inf (0, 0) urop_hd
30 64 inf (66, 55) sloan
30 67 inf (0, 0) sloan
30 87 inf (92, 80) mlgrad
RANKED SIMILARITIES: 31 (converts to 0, then to 0) sloan
31 73 1.29051527043 (70, 59) sloan
31 40 1.43978090313 (98, 86) sloan
31 79 1.45614971604 (76, 65) sloan
31 69 1.48492004884 (28, 24) 1styeargrad
31 8 1.50023071999 (18, 0) 
31 89 1.50999212487 (26, 22) 1styeargrad
31 44 1.51147935527 (0, 0) 3rdyeargrad
31 16 1.55959992094 (102, 90) mlurop
31 14 1.56374806509 (16, 14) 1styeargrad
31 18 1.5650874756 (30, 26) mlgrad
31 88 1.57848373561 (17, 15) mlstaff
31 83 1.59260620898 (5, 3) mlgrad
31 45 1.59613764998 (84, 73) sloan
31 95 1.60100813457 (9, 7) professor
31 68 1.60650481869 (38, 33) mlfrosh
31 75 1.61519966599 (100, 88) 1styeargrad
31 7 1.63171994993 (21, 18) 1styeargrad
31 54 1.63581790802 (91, 0) mlgrad
31 32 1.64657586385 (0, 0) graduated
31 33 1.67282498408 (41, 35) mlstaff
31 3 1.67286528935 (32, 28) mlfrosh
31 41 1.68983297692 (0, 0) prof
31 51 1.69075799806 (58, 49) 1styeargrad
31 34 1.70002426356 (96, 84) mlgrad
31 63 1.70417979045 (36, 31) mlgrad
31 97 1.72212873724 (22, 19) 1styeargrad
31 37 1.73290362239 (94, 82) mlgrad
31 94 1.75177699268 (10, 8) mlgrad
31 76 1.76804856137 (82, 71) 1styeargrad
31 20 1.84598544206 (74, 63) sloan
31 35 1.84603151698 (0, 0) sloan
31 72 1.88175429925 (81, 70) sloan
31 12 1.89910187297 (97, 85) sloan
31 49 1.90712400398 (50, 42) mlgrad
31 17 1.90713596962 (0, 0) 5 year media lab
31 86 1.90713596962 (8, 6) mlgrad
31 78 1.90713596962 (12, 10) mlgrad
31 85 1.90713596962 (6, 4) mlgrad
31 43 1.90713596962 (101, 89) mlgrad
31 47 1.90713596962 (90, 78) mlgrad
31 57 1.90713596962 (23, 20) mlgrad
31 90 1.90713596962 (13, 11) grad
31 15 1.90713596962 (15, 13) 1styeargrad
31 29 1.90713596962 (4, 2) mlgrad
31 62 1.90713596962 (104, 92) mlgrad
31 77 1.90713596962 (89, 77) sloan
31 65 1.90713596962 (53, 44) mlgrad
31 96 1.90713596962 (25, 21) mlgrad
31 30 1.90713596962 (68, 57) mlgrad
31 27 1.90713596962 (34, 0) 
31 80 1.90713596962 (27, 23) mlgrad
31 82 1.90713596962 (83, 72) mlgrad
31 71 1.90713596962 (20, 17) 1styeargrad
31 46 1.90713596962 (93, 81) sloan
31 24 1.90713596962 (78, 67) mlfrosh
31 70 1.90713596962 (40, 34) mlfrosh
31 2 1.90713596962 (29, 25) mlgrad
31 92 1.90713596962 (46, 39) sloan
31 6 1.90713596962 (3, 1) 1styeargrad
31 59 1.90713596962 (7, 5) grad
31 91 1.90713596962 (35, 30) mlgrad
31 61 1.90713596962 (79, 68) mlfrosh
31 26 1.90713596962 (63, 53) 1styeargrad
31 58 1.90713596962 (33, 29) mlfrosh
31 74 1.90713596962 (75, 64) mlgrad
31 23 1.91294676133 (61, 51) sloan
31 22 1.91340425886 (49, 41) sloan
31 42 1.91434430239 (51, 0) 
31 10 1.92420526898 (37, 32) mlgrad
31 5 1.92918353559 (24, 0) 
31 93 1.9338660921 (65, 54) mlgrad
31 28 1.93933844365 (0, 0) 6years
31 81 1.94123981205 (19, 16) 1styeargrad
31 84 1.94267425566 (77, 66) sloan
31 66 1.94330537309 (42, 36) sloan
31 11 1.94757918025 (88, 76) 1styeargrad
31 36 1.95160446122 (54, 45) sloan
31 4 1.9521936406 (55, 46) sloan
31 9 1.95439414956 (0, 0) mlUrop
31 21 1.95769749601 (103, 91) mlgrad
31 50 1.96292783164 (86, 74) sloan
31 19 1.96688312402 (56, 47) sloan
31 13 1.9704951578 (87, 75) mlstaff
31 56 1.97284666523 (95, 83) sloan
31 38 1.97304592123 (52, 43) sloan
31 60 1.97370983902 (67, 56) mlgrad
31 39 1.97431528343 (60, 50) mlgrad
31 25 inf (0, 0) sloan
31 48 inf (0, 0) Germany
31 52 inf (0, 0) 
31 53 inf (43, 37) mlgrad
31 55 inf (0, 0) urop_hd
31 64 inf (66, 55) sloan
31 67 inf (0, 0) sloan
31 87 inf (92, 80) mlgrad
RANKED SIMILARITIES: 32 (converts to 0, then to 0) graduated
32 63 0.555029566767 (36, 31) mlgrad
32 94 0.709152924802 (10, 8) mlgrad
32 89 0.804063727589 (26, 22) 1styeargrad
32 68 0.91134887738 (38, 33) mlfrosh
32 3 0.933201063098 (32, 28) mlfrosh
32 83 1.09670661993 (5, 3) mlgrad
32 44 1.20029905478 (0, 0) 3rdyeargrad
32 76 1.31133473259 (82, 71) 1styeargrad
32 7 1.36690468575 (21, 18) 1styeargrad
32 75 1.40394299113 (100, 88) 1styeargrad
32 69 1.44870757748 (28, 24) 1styeargrad
32 97 1.45278075931 (22, 19) 1styeargrad
32 54 1.4578487162 (91, 0) mlgrad
32 14 1.477446012 (16, 14) 1styeargrad
32 95 1.4815414348 (9, 7) professor
32 16 1.48571115285 (102, 90) mlurop
32 8 1.48695024678 (18, 0) 
32 18 1.51598199576 (30, 26) mlgrad
32 73 1.53918117214 (70, 59) sloan
32 88 1.57300794523 (17, 15) mlstaff
32 79 1.5841428733 (76, 65) sloan
32 51 1.59931753116 (58, 49) 1styeargrad
32 45 1.60752494444 (84, 73) sloan
32 58 1.60882218642 (33, 29) mlfrosh
32 27 1.6088349651 (34, 0) 
32 78 1.60884076125 (12, 10) mlgrad
32 91 1.60884340904 (35, 30) mlgrad
32 2 1.60884381524 (29, 25) mlgrad
32 6 1.60884381524 (3, 1) 1styeargrad
32 92 1.60884381524 (46, 39) sloan
32 37 1.62093349787 (94, 82) mlgrad
32 31 1.64657586385 (0, 0) sloan
32 33 1.64923706026 (41, 35) mlstaff
32 41 1.65720265362 (0, 0) prof
32 82 1.67405559884 (83, 72) mlgrad
32 15 1.68191917906 (15, 13) 1styeargrad
32 90 1.6852409933 (13, 11) grad
32 80 1.71421975202 (27, 23) mlgrad
32 34 1.74032726953 (96, 84) mlgrad
32 47 1.74631591948 (90, 78) mlgrad
32 72 1.76060614833 (81, 70) sloan
32 40 1.76714401983 (98, 86) sloan
32 30 1.79274411093 (68, 57) mlgrad
32 59 1.79699768461 (7, 5) grad
32 62 1.79821195991 (104, 92) mlgrad
32 71 1.80017077433 (20, 17) 1styeargrad
32 57 1.80635504091 (23, 20) mlgrad
32 35 1.80759154955 (0, 0) sloan
32 20 1.82284831343 (74, 63) sloan
32 77 1.82662866876 (89, 77) sloan
32 96 1.84640531394 (25, 21) mlgrad
32 46 1.85786244298 (93, 81) sloan
32 43 1.86204124697 (101, 89) mlgrad
